wl,f198,f207,f464,f465,f441,f442,f423,f420,f413,f406,f397,f395,f394,f393,f384,f367,f366,f354,f347,f342,f334,f328,f330,f305,f240,f212,f252,f274,f299,f284,m32m,m214,m203,m187,m175,m112,m78m,m452,m455,m440,m425,m412,m411,m409,m407,m404,m359,m357,m326,m320,m315,m308,m304,m265,m262,m250,m232,m231,m223,m215
783.21,51.873,52.994,59.894,52.237,56.581,56.577,54.069,55.408,56.626,57.912,56.504,51.58,56.637,57.593,54.74,55.697,58.742,54.079,51.838,47.187,55.004,49.989,55.972,46.634,56.537,57.337,55.204,54.442,54.726,51.92,62.865,62.994,65.346,64.693,62.528,64.565,65.221,65.043,64.472,61.253,65.843,67.478,63.51,67.065,65.803,66.044,64.474,67.187,64.306,64.549,65.99,65.735,65.526,62.846,67.127,65.801,64.915,62.884,69.332,67.634
783.38,51.846,53.019,59.88,52.183,56.34,56.546,54.138,55.529,56.67,58.042,56.412,51.641,56.575,57.662,54.81,55.748,58.752,54.19,51.961,47.057,55.002,49.964,56.106,46.683,56.679,57.469,55.208,54.605,54.755,51.823,62.632,63.203,65.33,64.772,62.549,64.559,65.183,64.993,64.554,61.342,65.912,67.495,63.541,66.963,65.709,66.077,64.524,67.037,64.215,64.512,66.048,65.977,65.567,62.863,66.922,65.901,64.837,62.836,69.273,67.52
783.56,51.746,52.932,59.962,52.103,56.414,56.449,54.084,55.439,56.982,58.04,56.525,51.688,56.629,57.588,54.782,55.847,58.91,54.122,51.984,47.109,55.155,49.869,56.058,46.715,56.748,57.407,55.277,54.526,54.625,51.909,62.748,62.96,65.437,64.532,62.699,64.465,65.211,64.868,64.535,61.255,65.778,67.348,63.524,67.121,65.886,65.935,64.658,66.96,64.043,64.48,66.154,65.875,65.414,63.063,66.876,65.813,64.855,62.76,69.27,67.476
783.74,51.812,52.95,60.101,52.182,56.549,56.522,53.989,55.31,57.026,58.139,56.464,51.648,56.607,57.556,54.991,55.924,58.826,54.11,51.945,47.08,55.056,49.735,56.101,46.588,56.634,57.283,55.428,54.541,54.657,51.841,62.892,62.845,65.33,64.559,62.79,64.329,65.136,64.861,64.539,61.217,65.669,67.342,63.466,67.292,65.811,66.075,64.611,67.162,63.948,64.39,66.105,65.655,65.389,62.865,66.788,65.86,64.824,62.936,69.166,67.277
783.91,51.785,52.791,60.024,52.224,56.636,56.684,53.94,55.168,57.027,58.069,56.541,51.5,56.691,57.439,54.908,55.933,59.048,54.066,51.935,47.024,54.977,49.767,56.111,46.539,56.726,57.202,55.408,54.422,54.711,52.03,62.862,62.83,65.21,64.564,62.583,64.452,65.148,64.88,64.539,61.378,65.723,67.107,63.529,67.306,65.797,66.169,64.653,67.134,64.227,64.372,65.947,65.755,65.398,63.046,66.85,65.847,64.927,63.087,69.175,67.199
784.09,51.766,52.792,60.085,52.208,56.726,56.603,53.864,55.07,57.065,57.937,56.648,51.592,56.465,57.496,54.879,55.931,59.119,53.885,51.883,46.958,54.849,49.678,56.257,46.354,56.702,57.276,55.533,54.53,54.658,52.025,62.988,62.844,65.206,64.489,62.451,64.613,65.058,64.684,64.413,61.478,65.818,67.099,63.587,67.357,65.71,66.121,64.701,67.015,64.215,64.498,65.796,65.983,65.434,63.013,66.776,65.81,64.858,63.113,69.11,67.269
784.27,51.82,52.906,60.131,52.288,56.675,56.57,53.704,55.039,57.196,57.813,56.713,51.577,56.56,57.713,54.762,55.944,59.013,54.032,51.758,46.855,54.798,49.659,56.336,46.285,56.676,57.415,55.534,54.466,54.482,51.852,63.049,62.716,65.365,64.554,62.548,64.688,65.231,64.503,64.367,61.39,65.715,67.24,63.541,67.308,65.832,66.063,64.447,66.896,64.18,64.287,65.766,66.009,65.404,63.015,66.731,65.983,64.926,63.139,69.294,67.339
784.44,51.882,52.798,60.09,52.236,56.891,56.693,53.724,55.042,57.125,57.854,56.478,51.5,56.644,57.589,54.767,55.901,58.893,54.136,51.958,46.785,54.682,49.698,56.383,45.998,56.707,57.347,55.509,54.658,54.373,51.893,62.93,62.572,65.248,64.662,62.897,64.55,65.271,64.536,64.278,61.526,65.788,67.263,63.487,67.301,66.066,65.905,64.374,66.969,64.21,64.254,65.896,65.943,65.376,63.081,66.623,66.001,64.877,63.265,69.387,67.304
784.62,51.834,52.84,59.937,52.464,56.892,56.516,53.722,55.189,56.946,57.85,56.453,51.68,56.682,57.81,54.886,56.018,58.827,54.242,51.783,46.859,54.642,49.71,56.369,45.916,56.782,57.17,55.711,54.828,54.223,51.944,63.01,62.591,65.314,64.722,62.815,64.588,65.295,64.565,64.284,61.54,65.991,67.462,63.483,67.281,66.014,65.896,64.282,67.066,64.228,64.305,65.938,65.983,65.469,63.113,66.54,66.071,64.801,63.338,69.277,67.263
784.8,51.969,52.746,59.872,52.541,56.865,56.524,53.758,55.228,56.945,57.782,56.481,51.57,56.66,57.726,54.936,55.964,58.821,54.19,51.864,46.925,54.754,49.808,56.363,45.799,56.883,57.304,55.712,54.829,54.203,51.9,62.946,62.774,65.295,64.658,62.792,64.575,65.197,64.546,64.188,61.634,66.217,67.473,63.592,67.518,66.102,65.976,64.4,66.995,64.144,64.203,66.051,65.85,65.592,62.858,66.617,66.091,64.704,63.249,69.305,67.479
784.97,52.101,52.767,59.777,52.344,56.807,56.714,53.699,55.213,56.839,57.763,56.521,51.518,56.539,57.663,54.868,55.905,58.833,54.168,51.954,47.036,54.572,49.835,56.368,45.898,56.848,57.344,55.654,54.849,54.22,51.919,62.951,62.839,65.271,64.565,62.779,64.62,65.083,64.584,64.17,61.634,66.048,67.353,63.444,67.645,65.977,65.821,64.52,67.042,64.233,64.23,65.961,65.726,65.657,62.935,66.609,66.073,64.695,63.263,69.311,67.496
785.15,52.004,52.63,59.751,52.198,56.709,56.707,53.667,55.105,56.666,57.718,56.541,51.612,56.596,57.809,54.831,55.887,58.767,54.132,52.025,46.897,54.52,49.916,56.263,45.931,56.819,57.483,55.604,54.812,54.076,51.827,62.692,62.965,65.353,64.55,62.799,64.515,65.272,64.498,64.24,61.633,66.002,67.359,63.398,67.691,66.036,65.813,64.611,67.084,64.376,64.297,66.023,65.499,65.684,62.998,66.655,66.009,64.797,63.495,69.273,67.513
785.33,51.943,52.516,59.551,52.283,56.731,56.707,53.69,54.968,56.45,57.709,56.625,51.587,56.466,57.809,54.869,56.023,58.671,54.277,52.119,46.982,54.538,49.813,56.202,45.968,56.855,57.53,55.6,54.855,54.139,51.93,62.771,63,65.32,64.224,62.758,64.678,65.236,64.399,64.131,61.697,65.933,67.195,63.632,67.702,65.917,65.794,64.644,66.927,64.491,64.202,66.194,65.543,65.564,63.027,66.495,65.934,64.529,63.477,69.162,67.516
785.51,51.903,52.593,59.571,52.098,56.867,56.722,53.72,55.014,56.523,57.746,56.46,51.625,56.456,57.78,54.721,55.926,58.796,54.179,52.162,46.806,54.481,49.727,56.209,45.761,56.979,57.67,55.615,54.699,54.307,52.042,62.779,63.129,65.385,64.386,62.773,64.571,65.303,64.357,64.199,61.94,65.886,67.356,63.569,67.632,66.036,65.866,64.708,66.862,64.435,64.197,66.269,65.673,65.433,62.999,66.508,65.866,64.544,63.321,68.989,67.653
785.68,51.782,52.709,59.498,52.146,56.81,56.878,53.644,55.035,56.493,57.678,56.464,51.56,56.281,57.644,54.721,55.863,58.907,54.045,52.188,46.8,54.375,49.695,56.181,45.687,57.131,57.753,55.435,54.775,54.452,51.957,62.686,63.041,65.369,64.168,62.778,64.447,65.359,64.352,64.013,62.055,66.014,67.399,63.607,67.713,66.094,65.748,64.592,66.95,64.494,64.059,66.383,65.754,65.408,63.065,66.326,65.783,64.566,63.472,68.993,67.49
785.86,51.629,52.595,59.626,51.996,56.687,56.742,53.63,55.141,56.296,57.561,56.551,51.49,56.364,57.655,54.743,55.948,59.001,54.077,52.194,46.775,54.421,49.653,56.17,45.583,57.017,57.747,55.661,54.768,54.363,52.04,62.754,63.103,65.417,64.138,62.79,64.439,65.349,64.309,63.97,62.207,65.896,67.446,63.67,67.693,66.141,66.016,64.663,67.073,64.388,63.991,66.381,65.622,65.433,63.062,66.179,65.816,64.445,63.404,69.007,67.655
786.04,51.634,52.735,59.634,51.819,56.635,56.83,53.703,55.287,56.385,57.592,56.488,51.417,56.315,57.498,54.759,55.959,58.981,54.243,52.321,46.802,54.217,49.692,56.3,45.501,57.002,57.752,55.649,54.662,54.439,52.124,62.605,63.216,65.555,64.284,62.959,64.416,65.42,64.403,63.941,62.019,66.095,67.307,63.496,67.667,66.239,66.044,64.568,67.256,64.399,63.881,66.482,65.688,65.491,63.022,66.119,65.702,64.658,63.373,68.988,67.616
786.21,51.55,52.836,59.58,51.911,56.561,56.962,53.744,55.233,56.404,57.603,56.48,51.515,56.287,57.386,54.911,55.774,59.02,54.081,52.313,46.775,54.161,49.671,56.306,45.513,56.933,57.817,55.74,54.573,54.568,52.31,62.456,63.098,65.687,64.345,63.014,64.436,65.292,64.401,63.862,61.916,66.061,67.506,63.537,67.645,66.273,65.929,64.409,67.291,64.498,63.808,66.617,65.841,65.508,62.992,66.133,65.718,64.609,63.441,68.783,67.662
786.39,51.56,52.894,59.697,51.778,56.559,56.946,53.63,55.237,56.554,57.606,56.459,51.468,56.208,57.306,54.851,55.706,59.131,54.02,52.304,46.888,53.982,49.752,56.256,45.512,56.807,57.87,55.715,54.686,54.457,52.119,62.423,63.224,65.729,64.206,63.03,64.425,65.329,64.343,63.855,62.043,66.069,67.486,63.519,67.584,66.339,65.832,64.229,67.226,64.536,63.84,66.705,66.024,65.605,63.061,66.091,65.628,64.655,63.301,68.859,67.667
786.57,51.622,52.907,59.526,51.68,56.648,56.994,53.716,55.146,56.649,57.428,56.634,51.481,56.158,57.334,54.794,55.569,59.199,54.141,52.269,46.855,53.983,49.754,56.22,45.525,56.907,58.064,55.632,54.693,54.515,52.043,62.434,63.158,65.58,64.156,62.926,64.527,65.225,64.189,63.724,61.976,66.04,67.398,63.319,67.674,66.23,65.873,64.144,67.011,64.472,63.683,66.695,66.083,65.868,62.914,66.06,65.698,64.603,63.41,68.882,67.713
786.74,51.509,53.065,59.495,51.554,56.722,56.969,53.814,55.148,56.608,57.341,56.757,51.474,56.185,57.439,54.756,55.653,58.998,54.138,52.185,46.874,54.018,49.655,56.192,45.486,57.06,57.948,55.682,54.633,54.57,51.953,62.16,63.208,65.523,64.158,63.082,64.665,65.29,64.104,63.77,61.976,65.932,67.435,63.235,67.661,66.308,65.745,64.103,67.077,64.578,63.546,66.767,66.028,65.965,62.861,66.084,65.72,64.662,63.471,68.8,67.822
786.92,51.637,53.073,59.494,51.649,56.622,56.897,54.046,55.026,56.735,57.421,56.815,51.385,56.278,57.422,54.858,55.612,59.004,54.117,52.298,46.823,53.933,49.603,56.223,45.45,57.178,58.001,55.67,54.674,54.688,51.886,62.147,63.057,65.478,64.122,62.972,64.995,65.384,63.972,63.869,61.98,65.937,67.383,63.438,67.662,66.134,65.739,64.078,67.11,64.597,63.474,66.746,65.962,65.868,62.79,66.267,65.727,64.586,63.352,68.778,67.843
787.1,51.698,52.954,59.306,51.801,56.576,57.012,54.108,55,56.798,57.395,56.822,51.413,56.41,57.303,54.987,55.582,58.832,54.07,52.31,46.658,53.953,49.587,56.167,45.536,56.978,58.046,55.61,54.623,54.638,51.937,62.1,63.058,65.674,64.233,62.86,64.961,65.411,63.945,63.704,62.103,66.029,67.207,63.26,67.698,66.15,65.664,63.881,66.978,64.687,63.229,66.742,65.813,65.845,62.81,66.092,65.645,64.81,63.378,68.671,67.677
787.27,51.529,52.985,59.377,51.786,56.426,56.898,53.95,55.108,56.704,57.321,56.772,51.479,56.508,57.229,54.928,55.639,58.909,54.121,52.241,46.764,54.087,49.612,56.029,45.581,57.083,57.978,55.672,54.487,54.392,51.759,61.961,63.029,65.509,64.226,62.689,65.085,65.436,63.965,63.621,62.016,66.112,67.091,63.31,67.584,66.301,65.816,64.024,66.987,64.657,63.305,66.58,65.76,65.846,62.755,66.078,65.59,64.734,63.342,68.751,67.583
787.45,51.623,53.049,59.394,51.637,56.344,56.821,53.966,55.184,56.696,57.265,56.827,51.507,56.613,57.172,55.052,55.607,58.986,53.987,52.367,46.569,53.947,49.743,56.013,45.567,56.795,58.072,55.624,54.531,54.452,51.766,61.96,63.067,65.282,64.176,62.763,65.037,65.372,63.88,63.733,62.085,65.974,67.186,63.304,67.615,66.243,65.51,63.918,66.997,64.706,63.25,66.479,65.814,65.89,62.786,66.013,65.635,64.702,63.329,68.748,67.603
787.63,51.638,53.005,59.306,51.604,56.384,56.87,54.02,55.235,56.442,57.306,56.789,51.629,56.794,57.144,54.956,55.638,59.002,54.069,52.344,46.606,53.972,49.618,55.952,45.775,56.955,57.833,55.697,54.469,54.356,51.705,61.949,63.094,65.256,64.115,62.812,65.037,65.201,63.805,63.854,62.019,66.147,67.142,63.316,67.69,66.361,65.383,63.632,67.22,64.69,63.17,66.427,65.88,66.128,62.909,66.058,65.66,64.68,63.235,68.83,67.607
787.8,51.724,52.936,59.398,51.604,56.366,56.88,53.987,55.227,56.621,57.305,56.764,51.591,56.71,57.232,55.046,55.53,59.246,54.058,52.343,46.633,53.946,49.752,56.107,45.649,57.053,57.811,55.859,54.446,54.29,51.836,61.985,63.151,65.194,64.116,62.892,65.096,65.027,63.685,63.925,62.161,66.344,67.067,63.271,67.842,66.408,65.457,63.64,67.113,64.714,63.119,66.458,65.771,66.285,62.792,66,65.598,64.54,63.188,68.988,67.669
787.98,51.71,52.902,59.382,51.64,56.411,56.807,54.135,55.21,56.537,57.222,56.773,51.725,56.694,57.243,55.039,55.503,59.134,53.98,52.263,46.629,53.865,49.79,56.103,45.647,57.073,57.863,55.892,54.444,54.408,51.732,61.921,63.151,65.46,64.114,62.813,65.081,65.093,63.61,63.869,62.135,66.265,67.107,63.434,67.786,66.364,65.561,63.591,66.898,64.702,63.052,66.442,66.091,66.322,62.876,65.801,65.717,64.497,63.002,68.926,67.676
788.16,51.695,52.993,59.4,51.581,56.359,56.86,54.199,55.024,56.483,57.043,56.55,51.742,56.611,57.323,55.179,55.425,59.263,53.901,52.216,46.636,53.903,49.721,56.207,45.575,57.126,57.891,55.744,54.507,54.464,51.693,62.052,63.018,65.574,64.085,63.057,65.012,65.07,63.563,63.886,61.993,66.207,67.271,63.509,67.786,66.35,65.431,63.4,66.976,64.688,63.179,66.259,66.149,66.359,63.02,65.851,65.836,64.343,63.024,68.931,67.843
788.33,51.552,52.957,59.214,51.557,56.411,57.001,54.158,55.005,56.609,57.103,56.492,51.717,56.664,57.227,55.198,55.472,59.222,53.888,52.379,46.768,53.865,49.697,56.245,45.509,57.043,57.843,55.772,54.615,54.31,51.578,62.01,63.17,65.837,64.016,63.173,65.111,65.019,63.449,63.945,62,66.135,67.19,63.519,67.92,66.44,65.314,63.299,67.012,64.729,63.066,66.333,66.066,66.304,63.085,65.782,65.685,64.26,62.91,68.984,67.763
788.51,51.573,52.93,59.274,51.491,56.38,56.963,54.003,55.045,56.817,57.015,56.524,51.822,56.799,57.164,55.191,55.634,59.036,53.807,52.279,46.733,53.928,49.506,56.338,45.633,57.018,57.781,55.813,54.628,54.159,51.428,62.027,63.108,65.797,64.027,63.156,64.977,65.214,63.291,63.817,62.077,66.056,67.053,63.578,68.049,66.339,65.322,63.161,66.869,64.814,63.209,66.485,65.915,66.309,63.106,65.821,65.647,64.16,62.894,68.915,67.911
788.69,51.586,53.064,59.232,51.549,56.352,57.135,54.101,55.146,56.702,56.946,56.453,51.788,56.784,57.232,55.234,55.642,59.007,53.793,52.255,46.728,54.041,49.652,56.391,45.651,57.104,57.761,55.67,54.731,54.071,51.247,62.189,63.184,65.846,64.138,63.148,64.947,65.155,63.38,63.873,61.976,66.173,66.824,63.552,68.085,66.437,65.293,63.076,66.973,64.866,63.042,66.487,65.871,66.509,63.054,65.754,65.538,64.015,62.907,68.852,67.905
788.86,51.557,53.117,59.212,51.609,56.463,57.16,54.13,55.154,56.615,56.854,56.514,51.77,56.813,57.26,55.115,55.616,58.897,53.865,52.038,46.767,54.041,49.705,56.549,45.636,57.26,57.734,55.687,54.683,54.133,51.181,62.03,63.128,65.982,64.077,63.282,64.795,65.181,63.251,63.743,62.036,66.296,67.037,63.504,68.108,66.45,65.362,63.131,66.973,64.883,63.042,66.351,65.496,66.299,63.023,65.65,65.6,63.924,62.849,68.653,67.946
789.04,51.51,52.958,59.267,51.542,56.497,57.339,54.11,55.001,56.438,56.705,56.481,51.816,56.655,57.284,55.05,55.5,58.827,53.786,52.063,46.865,53.957,49.627,56.427,45.662,57.338,57.826,55.838,54.685,54.012,51.02,61.924,63.255,66.049,64.113,63.225,64.713,65.187,63.198,63.772,61.981,66.207,66.942,63.719,68.016,66.511,65.027,63.187,66.843,64.803,63.081,66.402,65.551,66.13,62.93,65.564,65.607,63.878,62.828,68.565,67.941
789.21,51.416,53.065,59.185,51.42,56.508,57.409,54.119,55.031,56.352,56.563,56.463,51.674,56.695,57.316,55.135,55.767,58.861,53.784,52.157,46.902,53.95,49.642,56.272,45.547,57.311,57.789,55.885,54.791,53.807,50.943,61.992,63.239,65.935,64.08,62.97,64.795,65.236,63.117,63.708,61.882,66.382,66.946,63.859,67.926,66.462,65.09,63.181,66.869,64.552,63.178,66.418,65.489,66.142,62.867,65.663,65.713,63.956,62.86,68.576,67.946
789.39,51.267,53.146,59.172,51.445,56.475,57.478,53.912,55.156,56.252,56.615,56.282,51.673,56.699,57.324,54.862,55.814,58.812,53.836,52.128,47.008,53.979,49.758,56.311,45.47,57.238,57.751,55.902,54.748,53.922,51.051,61.822,63.162,65.943,64.292,63.043,64.618,65.115,62.922,63.787,61.747,66.225,66.722,63.807,67.894,66.549,65.025,63.235,66.909,64.642,63.214,66.431,65.47,66.099,62.909,65.593,65.751,64.051,62.796,68.634,67.964
789.57,51.268,53.225,59.149,51.469,56.393,57.473,53.784,55.183,56.323,56.676,56.35,51.71,56.661,57.281,54.919,55.644,58.868,53.798,52.134,46.963,53.922,49.935,56.281,45.543,57.409,57.745,55.751,54.789,53.824,51.055,61.954,63.363,65.977,64.396,63.144,64.7,64.898,62.802,63.65,61.88,65.981,66.877,63.83,67.913,66.637,64.835,63.216,66.946,64.499,63.276,66.582,65.352,66.18,63.125,65.511,65.763,64.181,62.926,68.706,67.983
789.74,51.228,53.141,59.141,51.396,56.403,57.421,53.867,55.081,56.477,56.559,56.308,51.744,56.622,57.171,54.928,55.606,58.986,53.791,51.968,47.004,54.037,49.859,56.26,45.695,57.536,57.725,55.747,54.898,53.589,51.039,61.9,63.362,66.056,64.383,63.078,64.697,65,62.827,63.675,61.697,65.952,66.882,63.968,67.788,66.534,64.914,63.309,66.944,64.525,63.36,66.415,65.257,66.011,63.131,65.572,65.768,64.059,62.877,68.711,68.192
789.92,51.262,53.05,59.264,51.511,56.359,57.396,53.717,55.065,56.659,56.62,56.317,51.691,56.516,57.27,55.01,55.553,58.989,53.847,52.077,47.021,54.178,49.846,56.303,45.692,57.433,57.769,55.636,54.899,53.646,51.063,61.975,63.241,66.013,64.299,63.125,64.709,64.917,62.681,63.606,61.735,66.016,66.718,64.076,67.729,66.568,64.984,63.462,66.884,64.616,63.474,66.372,65.255,65.984,62.957,65.467,65.937,63.901,62.861,68.769,68.036
790.1,51.244,52.903,59.293,51.437,56.496,57.333,53.728,55.092,56.546,56.727,56.317,51.698,56.495,57.004,55.105,55.589,59.042,53.746,52.033,47.158,54.195,50.184,56.33,45.68,57.355,57.736,55.489,54.983,53.638,51.082,62.042,63.24,66.07,64.269,63.089,64.665,64.709,62.93,63.638,61.792,66.077,66.659,64.089,67.897,66.734,64.771,63.356,66.881,64.538,63.369,66.319,65.188,66.005,63.028,65.354,66.074,63.812,62.822,68.686,68.143
790.27,51.364,53.102,59.358,51.554,56.59,57.432,53.7,55.075,56.465,56.662,56.028,51.705,56.482,56.884,55.082,55.609,59.072,53.695,51.885,47.026,54.284,50.109,56.376,45.535,57.348,57.645,55.423,54.967,53.583,51.164,61.949,63.089,66.174,64.259,63.15,64.758,64.766,63.01,63.691,61.778,66.13,66.549,64.063,67.811,66.674,64.883,63.397,66.671,64.444,63.49,66.18,65.148,66.032,62.946,65.211,66.02,63.709,62.988,68.694,68.091
790.45,51.346,53.015,59.278,51.608,56.743,57.549,53.645,54.99,56.475,56.416,56.042,51.716,56.528,56.738,55.183,55.524,58.974,53.802,51.891,46.844,54.19,50.211,56.456,45.702,57.273,57.702,55.325,55.029,53.637,51.172,61.897,63.353,65.915,64.174,63.03,64.677,64.874,62.92,63.69,61.843,66.126,66.462,64.182,67.877,66.707,64.845,63.46,66.687,64.431,63.336,66.153,65.088,65.855,62.794,65.162,65.814,63.669,63.039,68.774,68.137
790.63,51.236,53.024,59.354,51.632,56.911,57.624,53.525,55.01,56.458,56.366,55.96,51.56,56.707,56.768,55.146,55.457,59.023,53.751,51.833,46.901,54.038,50.164,56.566,45.693,57.294,57.557,55.228,54.927,53.432,51.334,61.816,63.245,65.753,64.298,63.023,64.549,64.851,62.858,63.643,61.776,66.103,66.383,64.246,67.884,66.753,64.922,63.488,66.735,64.396,63.3,66.086,65.004,65.877,62.861,65.166,65.779,63.713,63.018,68.856,68.216
790.8,51.439,52.914,59.272,51.738,56.911,57.643,53.603,55.063,56.163,56.158,56.001,51.511,56.598,56.78,55.186,55.496,58.969,53.64,51.791,47.059,54.029,50.181,56.556,45.605,57.24,57.515,55.08,55.119,53.587,51.224,61.827,63.442,65.788,64.413,63.049,64.511,64.759,62.959,63.782,61.782,66.267,66.429,64.299,67.626,66.769,64.945,63.567,66.699,64.616,63.278,66.079,65.039,65.788,62.762,65.147,65.876,63.713,62.967,68.766,68.266
790.98,51.53,52.696,59.322,51.583,56.757,57.525,53.695,55.098,56.01,56.012,56.018,51.66,56.561,56.687,55.071,55.325,59.06,53.439,51.87,46.895,54.092,50.258,56.589,45.57,57.382,57.573,54.955,55.132,53.491,51.245,61.632,63.471,65.846,64.295,63.041,64.583,64.743,63.003,63.762,61.673,66.408,66.508,64.333,67.647,66.892,64.787,63.661,66.658,64.815,63.303,66.034,65.017,65.867,62.804,65.169,65.77,63.629,62.924,68.857,68.389
791.16,51.515,52.828,59.303,51.569,56.726,57.578,53.643,55.234,56.078,56.036,56.04,51.71,56.476,56.798,55.078,55.241,59.017,53.506,51.982,47.009,54.099,50.25,56.601,45.607,57.413,57.539,54.941,55.228,53.437,51.261,61.705,63.388,65.97,64.259,63.079,64.673,64.808,63.022,63.69,61.659,66.376,66.593,64.35,67.727,66.887,64.59,63.756,66.76,64.624,63.335,66.11,65.01,65.764,62.625,64.954,65.695,63.581,62.815,68.869,68.48
791.33,51.614,52.832,59.411,51.512,56.799,57.525,53.644,55.269,56.05,56.166,55.874,51.555,56.648,56.812,55.052,55.253,58.865,53.932,52.034,47.082,54.098,50.269,56.502,45.835,57.552,57.443,54.823,55.17,53.567,51.397,61.549,63.26,66.04,64.223,63.178,64.664,64.786,63.21,63.78,61.465,66.173,66.659,64.34,67.758,66.909,64.529,63.725,66.834,64.621,63.293,66.196,64.821,65.556,62.691,64.846,65.797,63.629,62.717,68.811,68.478
791.51,51.56,52.932,59.503,51.488,56.724,57.587,53.679,55.145,56.044,56.187,55.903,51.559,56.52,56.659,55.136,55.308,58.918,53.782,52.126,47.186,54.262,50.444,56.367,45.964,57.356,57.351,54.771,55.129,53.706,51.409,61.489,63.256,65.95,64.191,63.037,64.567,64.81,63.166,63.802,61.37,66.257,66.497,64.316,67.877,66.89,64.349,63.86,66.994,64.685,63.274,66.082,64.813,65.502,62.59,64.94,65.708,63.646,62.77,68.79,68.492
791.68,51.642,52.949,59.397,51.593,56.636,57.624,53.686,55.073,56.179,56.267,56.007,51.644,56.319,56.713,55.173,55.192,58.866,53.844,51.999,47.214,54.212,50.378,56.495,46.001,57.336,57.302,54.849,54.913,53.652,51.385,61.588,63.403,65.866,64.127,62.805,64.767,64.549,63.132,63.766,61.207,66.133,66.362,64.35,67.953,66.733,64.276,63.856,66.893,64.755,63.28,65.943,64.881,65.587,62.58,64.953,65.79,63.87,62.701,68.77,68.479
791.86,51.747,52.832,59.493,51.489,56.509,57.618,53.544,54.985,56.206,56.27,56.065,51.489,56.321,56.612,55.047,55.252,58.769,53.673,52.125,47.189,54.196,50.443,56.406,46.151,57.396,57.455,54.891,54.915,53.869,51.258,61.591,63.377,65.918,64.029,62.812,64.801,64.467,63.049,63.854,61.18,66.067,66.21,64.296,67.837,66.758,64.41,63.862,66.709,64.905,63.163,65.911,64.796,65.605,62.428,65.009,65.726,63.943,62.639,69.085,68.445
792.04,51.729,52.838,59.567,51.334,56.509,57.605,53.403,55.052,56.264,56.365,56.092,51.582,56.415,56.733,55.011,55.258,58.754,53.658,52.154,47.148,54.187,50.477,56.459,46.253,57.36,57.473,54.851,54.964,54.016,51.15,61.526,63.265,65.909,64.004,62.824,64.852,64.464,62.878,63.917,61.024,65.88,66.164,64.242,67.787,66.689,64.209,63.632,66.777,64.961,63.202,65.865,65.036,65.619,62.528,64.919,65.63,63.964,62.817,68.99,68.421
792.21,51.551,52.848,59.358,51.458,56.588,57.407,53.385,55.012,56.227,56.352,56.103,51.63,56.449,56.608,55.093,55.175,58.782,53.694,52.167,47.033,54.34,50.331,56.455,46.178,57.262,57.422,54.821,54.957,53.997,51.23,61.621,63.205,65.885,64.173,62.824,64.849,64.508,62.738,64.006,60.908,66.024,66.202,64.393,67.741,66.742,64.235,63.493,66.742,64.914,63.334,65.973,65.086,65.458,62.431,64.882,65.767,64.029,62.904,69.054,68.376
792.39,51.591,52.975,59.24,51.481,56.633,57.489,53.268,55.138,56.431,56.473,56.066,51.499,56.484,56.354,55.13,55.285,58.814,53.705,52.263,47.237,54.288,50.296,56.488,46.296,57.437,57.355,54.902,55.029,54.15,51.242,61.581,63.245,65.756,64.068,62.869,64.873,64.267,62.872,63.77,60.977,65.969,66.212,64.408,67.814,66.712,64.189,63.516,66.637,65.052,63.178,65.789,65.194,65.524,62.52,64.758,65.715,63.932,62.772,68.998,68.422
792.57,51.631,53.051,59.249,51.405,56.601,57.448,53.268,55.133,56.442,56.392,56.029,51.463,56.555,56.279,55.098,55.096,58.846,53.582,52.191,47.147,54.245,50.31,56.515,46.269,57.387,57.308,54.992,55.107,54.171,51.321,61.39,63.135,65.809,64.226,62.622,64.833,64.192,62.941,63.739,60.879,66.094,66.314,64.289,67.72,66.911,64.163,63.545,66.741,65.016,63.276,65.78,65.106,65.553,62.584,64.993,65.77,64.166,62.699,68.943,68.298
792.74,51.73,53.016,59.084,51.426,56.613,57.345,53.155,55.205,56.401,56.374,56.059,51.36,56.651,56.195,55.12,55.102,58.802,53.62,52.113,47.169,54.224,50.294,56.59,46.28,57.363,57.3,55.08,55.141,53.979,51.238,61.414,63.026,65.866,64.164,62.665,64.966,64.099,62.872,63.819,60.567,66.03,66.27,64.209,67.756,66.926,64.114,63.427,66.672,65.117,63.392,65.791,65.034,65.616,62.545,64.887,65.857,64.247,62.829,68.873,68.34
792.92,51.75,52.939,59.215,51.35,56.549,57.219,53.11,55.257,56.465,56.519,55.965,51.343,56.669,56.279,55.042,54.98,58.657,53.767,52.079,47.097,54.19,50.197,56.545,46.333,57.249,57.167,55.192,54.988,53.888,51.31,61.488,63.068,65.798,64.365,62.625,64.995,64.156,62.91,63.742,60.448,65.814,66.268,64.215,67.86,66.817,63.97,63.565,66.866,65.012,63.426,65.595,65.046,65.737,62.581,64.887,65.963,64.395,62.685,68.883,68.462
